split_seed,epsilon,N,check,pass,direct_value,majorant_value
20000517,0.25,2,actual_update_count,True,1000,1000
20000517,0.25,2,init_w_norm,True,0.0,0.0
20000517,0.25,2,init_b,True,0.0,0.0
20000517,0.25,2,x_box,True,1.0,1.0
20000517,0.25,2,m_groups,True,5,5
20000517,0.25,2,eps_tol_k,True,0.09,0.09
20000517,0.25,2,mu_k,True,0.0649212768400033,0.0649212768400033
20000517,0.25,2,warm_start_from_N,True,,
20000517,0.25,4,bank_hash,True,de016f2c9e53d33b,de016f2c9e53d33b
20000517,0.25,4,bank_seed,True,20001294.0,20001294.0
20000517,0.25,4,inner_steps_per_stage,True,500,500
20000517,0.25,4,actual_update_count,True,1500,1500
20000517,0.25,4,init_w_norm,True,0.0,0.0
20000517,0.25,4,init_b,True,0.0,0.0
20000517,0.25,4,x_box,True,1.0,1.0
20000517,0.25,4,m_groups,True,5,5
20000517,0.25,4,eps_tol_k,True,0.081,0.081
20000517,0.25,4,mu_k,True,0.0292145745780015,0.0292145745780015
20000517,0.25,4,warm_start_from_N,True,,
20000517,0.25,8,bank_hash,True,2e5f5fd4d4b9581a,2e5f5fd4d4b9581a
20000517,0.25,8,bank_seed,True,20001294.0,20001294.0
20000517,0.25,8,inner_steps_per_stage,True,500,500
20000517,0.25,8,actual_update_count,True,2000,2000
20000517,0.25,8,init_w_norm,True,0.0,0.0
20000517,0.25,8,init_b,True,0.0,0.0
20000517,0.25,8,x_box,True,1.0,1.0
20000517,0.25,8,m_groups,True,5,5
20000517,0.25,8,eps_tol_k,True,0.0729,0.0729
20000517,0.25,8,mu_k,True,0.0175287447468009,0.0175287447468009
20000517,0.25,8,warm_start_from_N,True,,
20000517,0.25,16,bank_hash,True,674a6542e1f86db4,674a6542e1f86db4
20000517,0.25,16,bank_seed,True,20001294.0,20001294.0
20000517,0.25,16,inner_steps_per_stage,True,500,500
20000517,0.25,16,actual_update_count,True,2500,2500
20000517,0.25,16,init_w_norm,True,0.0,0.0
20000517,0.25,16,init_b,True,0.0,0.0
20000517,0.25,16,x_box,True,1.0,1.0
20000517,0.25,16,m_groups,True,5,5
20000517,0.25,16,eps_tol_k,True,0.06561,0.06561
20000517,0.25,16,mu_k,True,0.0118319027040906,0.0118319027040906
20000517,0.25,16,warm_start_from_N,True,,
20000517,0.25,64,bank_hash,True,444218bea1b6ab58,444218bea1b6ab58
20000517,0.25,64,bank_seed,True,20001294.0,20001294.0
20000517,0.25,64,inner_steps_per_stage,True,500,500
20000517,0.25,64,actual_update_count,True,3000,3000
20000517,0.25,64,init_w_norm,True,0.0,0.0
20000517,0.25,64,init_b,True,0.0,0.0
20000517,0.25,64,x_box,True,1.0,1.0
20000517,0.25,64,m_groups,True,5,5
20000517,0.25,64,eps_tol_k,True,0.059049,0.059049
20000517,0.25,64,mu_k,True,0.0070991416224543,0.0070991416224543
20000517,0.25,64,warm_start_from_N,True,16.0,16.0
20000517,0.25,256,bank_hash,True,560daf2a7f42cf73,560daf2a7f42cf73
20000517,0.25,256,bank_seed,True,20001294.0,20001294.0
20000517,0.25,256,inner_steps_per_stage,True,500,500
20000517,0.25,256,actual_update_count,True,3500,3500
20000517,0.25,256,init_w_norm,True,0.0,0.0
20000517,0.25,256,init_b,True,0.0,0.0
20000517,0.25,256,x_box,True,1.0,1.0
20000517,0.25,256,m_groups,True,5,5
20000517,0.25,256,eps_tol_k,True,0.0531441,0.0531441
20000517,0.25,256,mu_k,True,0.0047919205951566,0.0047919205951566
20000517,0.25,256,warm_start_from_N,True,64.0,64.0
20000517,0.35,1,bank_hash,True,c076fa24b200a6f5,c076fa24b200a6f5
20000517,0.35,1,bank_seed,True,20001294.0,20001294.0
20000517,0.35,1,inner_steps_per_stage,True,500,500
20000517,0.35,1,actual_update_count,True,500,500
20000517,0.35,1,init_w_norm,True,0.0,0.0
20000517,0.35,1,init_b,True,0.0,0.0
20000517,0.35,1,x_box,True,1.0,1.0
20000517,0.35,1,m_groups,True,5,5
20000517,0.35,1,eps_tol_k,True,0.1,0.1
20000517,0.35,1,mu_k,True,0.0721347520444481,0.0721347520444481
20000517,0.35,1,warm_start_from_N,True,,
20000517,0.35,2,bank_hash,True,e766dac6d5c48efc,e766dac6d5c48efc
20000517,0.35,2,bank_seed,True,20001294.0,20001294.0
20000517,0.35,2,inner_steps_per_stage,True,500,500
20000517,0.35,2,actual_update_count,True,1000,1000
20000517,0.35,2,init_w_norm,True,0.0,0.0
20000517,0.35,2,init_b,True,0.0,0.0
20000517,0.35,2,x_box,True,1.0,1.0
20000517,0.35,2,m_groups,True,5,5
20000517,0.35,2,eps_tol_k,True,0.09,0.09
20000517,0.35,2,mu_k,True,0.0649212768400033,0.0649212768400033
20000517,0.35,2,warm_start_from_N,True,,
20000517,0.35,4,bank_hash,True,78cedbeea7c7148e,78cedbeea7c7148e
20000517,0.35,4,bank_seed,True,20001294.0,20001294.0
20000517,0.35,4,inner_steps_per_stage,True,500,500
20000517,0.35,4,actual_update_count,True,1500,1500
20000517,0.35,4,init_w_norm,True,0.0,0.0
20000517,0.35,4,init_b,True,0.0,0.0
20000517,0.35,4,x_box,True,1.0,1.0
20000517,0.35,4,m_groups,True,5,5
20000517,0.35,4,eps_tol_k,True,0.081,0.081
20000517,0.35,4,mu_k,True,0.0292145745780015,0.0292145745780015
20000517,0.35,4,warm_start_from_N,True,,
20000517,0.35,8,bank_hash,True,adc8c48b0527f23d,adc8c48b0527f23d
20000517,0.35,8,bank_seed,True,20001294.0,20001294.0
20000517,0.35,8,inner_steps_per_stage,True,500,500
20000517,0.35,8,actual_update_count,True,2000,2000
20000517,0.35,8,init_w_norm,True,0.0,0.0
20000517,0.35,8,init_b,True,0.0,0.0
20000517,0.35,8,x_box,True,1.0,1.0
20000517,0.35,8,m_groups,True,5,5
20000517,0.35,8,eps_tol_k,True,0.0729,0.0729
20000517,0.35,8,mu_k,True,0.0175287447468009,0.0175287447468009
20000517,0.35,8,warm_start_from_N,True,,
20000517,0.35,16,bank_hash,True,0b1413badbb15249,0b1413badbb15249
20000517,0.35,16,bank_seed,True,20001294.0,20001294.0
20000517,0.35,16,inner_steps_per_stage,True,500,500
20000517,0.35,16,actual_update_count,True,2500,2500
20000517,0.35,16,init_w_norm,True,0.0,0.0
20000517,0.35,16,init_b,True,0.0,0.0
20000517,0.35,16,x_box,True,1.0,1.0
20000517,0.35,16,m_groups,True,5,5
20000517,0.35,16,eps_tol_k,True,0.06561,0.06561
20000517,0.35,16,mu_k,True,0.0118319027040906,0.0118319027040906
20000517,0.35,16,warm_start_from_N,True,,
20000517,0.35,64,bank_hash,True,67b20d1078c8594c,67b20d1078c8594c
20000517,0.35,64,bank_seed,True,20001294.0,20001294.0
20000517,0.35,64,inner_steps_per_stage,True,500,500
20000517,0.35,64,actual_update_count,True,3000,3000
20000517,0.35,64,init_w_norm,True,0.0,0.0
20000517,0.35,64,init_b,True,0.0,0.0
20000517,0.35,64,x_box,True,1.0,1.0
20000517,0.35,64,m_groups,True,5,5
20000517,0.35,64,eps_tol_k,True,0.059049,0.059049
20000517,0.35,64,mu_k,True,0.0070991416224543,0.0070991416224543
20000517,0.35,64,warm_start_from_N,True,16.0,16.0
20000517,0.35,256,bank_hash,True,fe85f259c0fd68b0,fe85f259c0fd68b0
20000517,0.35,256,bank_seed,True,20001294.0,20001294.0
20000517,0.35,256,inner_steps_per_stage,True,500,500
20000517,0.35,256,actual_update_count,True,3500,3500
20000517,0.35,256,init_w_norm,True,0.0,0.0
20000517,0.35,256,init_b,True,0.0,0.0
20000517,0.35,256,x_box,True,1.0,1.0
20000517,0.35,256,m_groups,True,5,5
20000517,0.35,256,eps_tol_k,True,0.0531441,0.0531441
20000517,0.35,256,mu_k,True,0.0047919205951566,0.0047919205951566
20000517,0.35,256,warm_start_from_N,True,64.0,64.0
20000518,0.15,1,bank_hash,True,eb373f865a221ab1,eb373f865a221ab1
20000518,0.15,1,bank_seed,True,20001295.0,20001295.0
20000518,0.15,1,inner_steps_per_stage,True,500,500
20000518,0.15,1,actual_update_count,True,500,500
20000518,0.15,1,init_w_norm,True,0.0,0.0
20000518,0.15,1,init_b,True,0.0,0.0
20000518,0.15,1,x_box,True,1.0,1.0
20000518,0.15,1,m_groups,True,5,5
20000518,0.15,1,eps_tol_k,True,0.1,0.1
20000518,0.15,1,mu_k,True,0.0721347520444481,0.0721347520444481
20000518,0.15,1,warm_start_from_N,True,,
20000518,0.15,2,bank_hash,True,0a551b1ac70c9283,0a551b1ac70c9283
20000518,0.15,2,bank_seed,True,20001295.0,20001295.0
20000518,0.15,2,inner_steps_per_stage,True,500,500
20000518,0.15,2,actual_update_count,True,1000,1000
20000518,0.15,2,init_w_norm,True,0.0,0.0
20000518,0.15,2,init_b,True,0.0,0.0
20000518,0.15,2,x_box,True,1.0,1.0
20000518,0.15,2,m_groups,True,5,5
20000518,0.15,2,eps_tol_k,True,0.09,0.09
20000518,0.15,2,mu_k,True,0.0649212768400033,0.0649212768400033
20000518,0.15,2,warm_start_from_N,True,,
20000518,0.15,4,bank_hash,True,8f0d972cc5b65489,8f0d972cc5b65489
20000518,0.15,4,bank_seed,True,20001295.0,20001295.0
20000518,0.15,4,inner_steps_per_stage,True,500,500
20000518,0.15,4,actual_update_count,True,1500,1500
20000518,0.15,4,init_w_norm,True,0.0,0.0
20000518,0.15,4,init_b,True,0.0,0.0
20000518,0.15,4,x_box,True,1.0,1.0
20000518,0.15,4,m_groups,True,5,5
20000518,0.15,4,eps_tol_k,True,0.081,0.081
20000518,0.15,4,mu_k,True,0.0292145745780015,0.0292145745780015
20000518,0.15,4,warm_start_from_N,True,,
20000518,0.15,8,bank_hash,True,968c7f537e2659b0,968c7f537e2659b0
20000518,0.15,8,bank_seed,True,20001295.0,20001295.0
20000518,0.15,8,inner_steps_per_stage,True,500,500
20000518,0.15,8,actual_update_count,True,2000,2000
20000518,0.15,8,init_w_norm,True,0.0,0.0
20000518,0.15,8,init_b,True,0.0,0.0
20000518,0.15,8,x_box,True,1.0,1.0
20000518,0.15,8,m_groups,True,5,5
20000518,0.15,8,eps_tol_k,True,0.0729,0.0729
20000518,0.15,8,mu_k,True,0.0175287447468009,0.0175287447468009
20000518,0.15,8,warm_start_from_N,True,,
20000518,0.15,16,bank_hash,True,60631e1f14a9c375,60631e1f14a9c375
20000518,0.15,16,bank_seed,True,20001295.0,20001295.0
20000518,0.15,16,inner_steps_per_stage,True,500,500
20000518,0.15,16,actual_update_count,True,2500,2500
20000518,0.15,16,init_w_norm,True,0.0,0.0
20000518,0.15,16,init_b,True,0.0,0.0
20000518,0.15,16,x_box,True,1.0,1.0
20000518,0.15,16,m_groups,True,5,5
20000518,0.15,16,eps_tol_k,True,0.06561,0.06561
20000518,0.15,16,mu_k,True,0.0118319027040906,0.0118319027040906
20000518,0.15,16,warm_start_from_N,True,,
20000518,0.15,64,bank_hash,True,5ba4281330b28127,5ba4281330b28127
20000518,0.15,64,bank_seed,True,20001295.0,20001295.0
20000518,0.15,64,inner_steps_per_stage,True,500,500
20000518,0.15,64,actual_update_count,True,3000,3000
20000518,0.15,64,init_w_norm,True,0.0,0.0
20000518,0.15,64,init_b,True,0.0,0.0
20000518,0.15,64,x_box,True,1.0,1.0
20000518,0.15,64,m_groups,True,5,5
20000518,0.15,64,eps_tol_k,True,0.059049,0.059049
20000518,0.15,64,mu_k,True,0.0070991416224543,0.0070991416224543
20000518,0.15,64,warm_start_from_N,True,16.0,16.0
20000518,0.15,256,bank_hash,True,9ef36bd23bd434ea,9ef36bd23bd434ea
20000518,0.15,256,bank_seed,True,20001295.0,20001295.0
20000518,0.15,256,inner_steps_per_stage,True,500,500
20000518,0.15,256,actual_update_count,True,3500,3500
20000518,0.15,256,init_w_norm,True,0.0,0.0
20000518,0.15,256,init_b,True,0.0,0.0
20000518,0.15,256,x_box,True,1.0,1.0
20000518,0.15,256,m_groups,True,5,5
20000518,0.15,256,eps_tol_k,True,0.0531441,0.0531441
20000518,0.15,256,mu_k,True,0.0047919205951566,0.0047919205951566
20000518,0.15,256,warm_start_from_N,True,64.0,64.0
20000518,0.25,1,bank_hash,True,181ab442023a92f5,181ab442023a92f5
20000518,0.25,1,bank_seed,True,20001295.0,20001295.0
20000518,0.25,1,inner_steps_per_stage,True,500,500
20000518,0.25,1,actual_update_count,True,500,500
20000518,0.25,1,init_w_norm,True,0.0,0.0
20000518,0.25,1,init_b,True,0.0,0.0
20000518,0.25,1,x_box,True,1.0,1.0
20000518,0.25,1,m_groups,True,5,5
20000518,0.25,1,eps_tol_k,True,0.1,0.1
20000518,0.25,1,mu_k,True,0.0721347520444481,0.0721347520444481
20000518,0.25,1,warm_start_from_N,True,,
20000518,0.25,2,bank_hash,True,4450364db6faf954,4450364db6faf954
20000518,0.25,2,bank_seed,True,20001295.0,20001295.0
20000518,0.25,2,inner_steps_per_stage,True,500,500
20000518,0.25,2,actual_update_count,True,1000,1000
20000518,0.25,2,init_w_norm,True,0.0,0.0
20000518,0.25,2,init_b,True,0.0,0.0
20000518,0.25,2,x_box,True,1.0,1.0
20000518,0.25,2,m_groups,True,5,5
20000518,0.25,2,eps_tol_k,True,0.09,0.09
20000518,0.25,2,mu_k,True,0.0649212768400033,0.0649212768400033
20000518,0.25,2,warm_start_from_N,True,,
20000518,0.25,4,bank_hash,True,7c9c0c141cce6fb1,7c9c0c141cce6fb1
20000518,0.25,4,bank_seed,True,20001295.0,20001295.0
20000518,0.25,4,inner_steps_per_stage,True,500,500
20000518,0.25,4,actual_update_count,True,1500,1500
20000518,0.25,4,init_w_norm,True,0.0,0.0
20000518,0.25,4,init_b,True,0.0,0.0
20000518,0.25,4,x_box,True,1.0,1.0
20000518,0.25,4,m_groups,True,5,5
20000518,0.25,4,eps_tol_k,True,0.081,0.081
20000518,0.25,4,mu_k,True,0.0292145745780015,0.0292145745780015
20000518,0.25,4,warm_start_from_N,True,,
20000518,0.25,8,bank_hash,True,cf5130be7adf62fe,cf5130be7adf62fe
20000518,0.25,8,bank_seed,True,20001295.0,20001295.0
20000518,0.25,8,inner_steps_per_stage,True,500,500
20000518,0.25,8,actual_update_count,True,2000,2000
20000518,0.25,8,init_w_norm,True,0.0,0.0
20000518,0.25,8,init_b,True,0.0,0.0
20000518,0.25,8,x_box,True,1.0,1.0
20000518,0.25,8,m_groups,True,5,5
20000518,0.25,8,eps_tol_k,True,0.0729,0.0729
20000518,0.25,8,mu_k,True,0.0175287447468009,0.0175287447468009
20000518,0.25,8,warm_start_from_N,True,,
20000518,0.25,16,bank_hash,True,1ac60e372c50abdd,1ac60e372c50abdd
20000518,0.25,16,bank_seed,True,20001295.0,20001295.0
20000518,0.25,16,inner_steps_per_stage,True,500,500
20000518,0.25,16,actual_update_count,True,2500,2500
20000518,0.25,16,init_w_norm,True,0.0,0.0
20000518,0.25,16,init_b,True,0.0,0.0
20000518,0.25,16,x_box,True,1.0,1.0
20000518,0.25,16,m_groups,True,5,5
20000518,0.25,16,eps_tol_k,True,0.06561,0.06561
20000518,0.25,16,mu_k,True,0.0118319027040906,0.0118319027040906
20000518,0.25,16,warm_start_from_N,True,,
20000518,0.25,64,bank_hash,True,6cff4b82af2866ba,6cff4b82af2866ba
20000518,0.25,64,bank_seed,True,20001295.0,20001295.0
20000518,0.25,64,inner_steps_per_stage,True,500,500
20000518,0.25,64,actual_update_count,True,3000,3000
20000518,0.25,64,init_w_norm,True,0.0,0.0
20000518,0.25,64,init_b,True,0.0,0.0
20000518,0.25,64,x_box,True,1.0,1.0
20000518,0.25,64,m_groups,True,5,5
20000518,0.25,64,eps_tol_k,True,0.059049,0.059049
20000518,0.25,64,mu_k,True,0.0070991416224543,0.0070991416224543
20000518,0.25,64,warm_start_from_N,True,16.0,16.0
20000518,0.25,256,bank_hash,True,c3e832a2e0ea737d,c3e832a2e0ea737d
20000518,0.25,256,bank_seed,True,20001295.0,20001295.0
20000518,0.25,256,inner_steps_per_stage,True,500,500
20000518,0.25,256,actual_update_count,True,3500,3500
20000518,0.25,256,init_w_norm,True,0.0,0.0
20000518,0.25,256,init_b,True,0.0,0.0
20000518,0.25,256,x_box,True,1.0,1.0
20000518,0.25,256,m_groups,True,5,5
20000518,0.25,256,eps_tol_k,True,0.0531441,0.0531441
20000518,0.25,256,mu_k,True,0.0047919205951566,0.0047919205951566
20000518,0.25,256,warm_start_from_N,True,64.0,64.0
20000518,0.35,1,bank_hash,True,c7ba59558dd68f75,c7ba59558dd68f75
20000518,0.35,1,bank_seed,True,20001295.0,20001295.0
20000518,0.35,1,inner_steps_per_stage,True,500,500
20000518,0.35,1,actual_update_count,True,500,500
20000518,0.35,1,init_w_norm,True,0.0,0.0
20000518,0.35,1,init_b,True,0.0,0.0
20000518,0.35,1,x_box,True,1.0,1.0
20000518,0.35,1,m_groups,True,5,5
20000518,0.35,1,eps_tol_k,True,0.1,0.1
20000518,0.35,1,mu_k,True,0.0721347520444481,0.0721347520444481
20000518,0.35,1,warm_start_from_N,True,,
20000518,0.35,2,bank_hash,True,041981caabb28b90,041981caabb28b90
20000518,0.35,2,bank_seed,True,20001295.0,20001295.0
20000518,0.35,2,inner_steps_per_stage,True,500,500
20000518,0.35,2,actual_update_count,True,1000,1000
20000518,0.35,2,init_w_norm,True,0.0,0.0
20000518,0.35,2,init_b,True,0.0,0.0
20000518,0.35,2,x_box,True,1.0,1.0
20000518,0.35,2,m_groups,True,5,5
20000518,0.35,2,eps_tol_k,True,0.09,0.09
20000518,0.35,2,mu_k,True,0.0649212768400033,0.0649212768400033
20000518,0.35,2,warm_start_from_N,True,,
20000518,0.35,4,bank_hash,True,95946c9a1829c0ac,95946c9a1829c0ac
20000518,0.35,4,bank_seed,True,20001295.0,20001295.0
20000518,0.35,4,inner_steps_per_stage,True,500,500
20000518,0.35,4,actual_update_count,True,1500,1500
20000518,0.35,4,init_w_norm,True,0.0,0.0
20000518,0.35,4,init_b,True,0.0,0.0
20000518,0.35,4,x_box,True,1.0,1.0
20000518,0.35,4,m_groups,True,5,5
20000518,0.35,4,eps_tol_k,True,0.081,0.081
20000518,0.35,4,mu_k,True,0.0292145745780015,0.0292145745780015
20000518,0.35,4,warm_start_from_N,True,,
20000518,0.35,8,bank_hash,True,754f3aa0203a3cce,754f3aa0203a3cce
20000518,0.35,8,bank_seed,True,20001295.0,20001295.0
20000518,0.35,8,inner_steps_per_stage,True,500,500
20000518,0.35,8,actual_update_count,True,2000,2000
20000518,0.35,8,init_w_norm,True,0.0,0.0
20000518,0.35,8,init_b,True,0.0,0.0
20000518,0.35,8,x_box,True,1.0,1.0
20000518,0.35,8,m_groups,True,5,5
20000518,0.35,8,eps_tol_k,True,0.0729,0.0729
20000518,0.35,8,mu_k,True,0.0175287447468009,0.0175287447468009
20000518,0.35,8,warm_start_from_N,True,,
20000518,0.35,16,bank_hash,True,5ac236d2451d426a,5ac236d2451d426a
20000518,0.35,16,bank_seed,True,20001295.0,20001295.0
20000518,0.35,16,inner_steps_per_stage,True,500,500
20000518,0.35,16,actual_update_count,True,2500,2500
20000518,0.35,16,init_w_norm,True,0.0,0.0
20000518,0.35,16,init_b,True,0.0,0.0
20000518,0.35,16,x_box,True,1.0,1.0
20000518,0.35,16,m_groups,True,5,5
20000518,0.35,16,eps_tol_k,True,0.06561,0.06561
20000518,0.35,16,mu_k,True,0.0118319027040906,0.0118319027040906
20000518,0.35,16,warm_start_from_N,True,,
20000518,0.35,64,bank_hash,True,016afec1e0587464,016afec1e0587464
20000518,0.35,64,bank_seed,True,20001295.0,20001295.0
20000518,0.35,64,inner_steps_per_stage,True,500,500
20000518,0.35,64,actual_update_count,True,3000,3000
20000518,0.35,64,init_w_norm,True,0.0,0.0
20000518,0.35,64,init_b,True,0.0,0.0
20000518,0.35,64,x_box,True,1.0,1.0
20000518,0.35,64,m_groups,True,5,5
20000518,0.35,64,eps_tol_k,True,0.059049,0.059049
20000518,0.35,64,mu_k,True,0.0070991416224543,0.0070991416224543
20000518,0.35,64,warm_start_from_N,True,16.0,16.0
20000518,0.35,256,bank_hash,True,0835f6a243e4cc16,0835f6a243e4cc16
20000518,0.35,256,bank_seed,True,20001295.0,20001295.0
20000518,0.35,256,inner_steps_per_stage,True,500,500
20000518,0.35,256,actual_update_count,True,3500,3500
20000518,0.35,256,init_w_norm,True,0.0,0.0
20000518,0.35,256,init_b,True,0.0,0.0
20000518,0.35,256,x_box,True,1.0,1.0
20000518,0.35,256,m_groups,True,5,5
20000518,0.35,256,eps_tol_k,True,0.0531441,0.0531441
20000518,0.35,256,mu_k,True,0.0047919205951566,0.0047919205951566
20000518,0.35,256,warm_start_from_N,True,64.0,64.0
20000617,0.15,1,bank_hash,True,c7d6f782f291a376,c7d6f782f291a376
20000617,0.15,1,bank_seed,True,20001394.0,20001394.0
20000617,0.15,1,inner_steps_per_stage,True,500,500
20000617,0.15,1,actual_update_count,True,500,500
20000617,0.15,1,init_w_norm,True,0.0,0.0
20000617,0.15,1,init_b,True,0.0,0.0
20000617,0.15,1,x_box,True,1.0,1.0
20000617,0.15,1,m_groups,True,5,5
20000617,0.15,1,eps_tol_k,True,0.1,0.1
20000617,0.15,1,mu_k,True,0.0721347520444481,0.0721347520444481
20000617,0.15,1,warm_start_from_N,True,,
20000617,0.15,2,bank_hash,True,99d44c2ab4480d18,99d44c2ab4480d18
20000617,0.15,2,bank_seed,True,20001394.0,20001394.0
20000617,0.15,2,inner_steps_per_stage,True,500,500
20000617,0.15,2,actual_update_count,True,1000,1000
20000617,0.15,2,init_w_norm,True,0.0,0.0
20000617,0.15,2,init_b,True,0.0,0.0
20000617,0.15,2,x_box,True,1.0,1.0
20000617,0.15,2,m_groups,True,5,5
20000617,0.15,2,eps_tol_k,True,0.09,0.09
20000617,0.15,2,mu_k,True,0.0649212768400033,0.0649212768400033
20000617,0.15,2,warm_start_from_N,True,,
20000617,0.15,4,bank_hash,True,c2c0a67051faf557,c2c0a67051faf557
20000617,0.15,4,bank_seed,True,20001394.0,20001394.0
20000617,0.15,4,inner_steps_per_stage,True,500,500
20000617,0.15,4,actual_update_count,True,1500,1500
20000617,0.15,4,init_w_norm,True,0.0,0.0
20000617,0.15,4,init_b,True,0.0,0.0
20000617,0.15,4,x_box,True,1.0,1.0
20000617,0.15,4,m_groups,True,5,5
20000617,0.15,4,eps_tol_k,True,0.081,0.081
20000617,0.15,4,mu_k,True,0.0292145745780015,0.0292145745780015
20000617,0.15,4,warm_start_from_N,True,,
20000617,0.15,8,bank_hash,True,2590fcde1a4aab1e,2590fcde1a4aab1e
20000617,0.15,8,bank_seed,True,20001394.0,20001394.0
